Order_ID,Date,Region,City,Retailer_Type,Product,Category,Units_Sold,Price_per_Unit,Discount_%,Revenue,Cost_per_Unit,Profit,Promotion,Sales_Channel,Demand_Level,Profit_Margin_%,Season,Retailer_Tier,Promotion_Effectiveness,Stock_Risk_Level,Region_Market_Share_%,Repeat_Retailer,Price_Sensitivity,Growth_vs_Last_Month
302,2024-06-12,North,Chandigarh,Kirana,Sprite,Carbonated,33,35,0,1155.0,26.59,277.42,No,Direct,Low,24.02,Summer,Silver,Not Effective,Low,24.98,Repeat,Premium Buyer,Increase
303,2024-01-13,North,Lucknow,Kirana,Coke,Carbonated,112,30,10,3024.0,17.18,1099.48,No,Direct,Medium,36.36,Winter,Silver,Not Effective,Low,24.98,Repeat,Discount Lover,Increase
304,2023-01-07,South,Hyderabad,Online,Sprite,Carbonated,487,35,0,17045.0,21.14,6751.06,Yes,Distributor,Bulk,39.61,Winter,Bronze,Effective,High,24.77,Repeat,Premium Buyer,No Data
305,2024-01-21,West,Mumbai,Supermarket,Minute Maid,Juice,444,45,10,17982.0,29.65,4816.29,Yes,Direct,Bulk,26.78,Winter,Gold,Effective,High,24.95,Repeat,Discount Lover,Increase
306,2024-12-29,East,Kolkata,Online,Sprite,Carbonated,153,20,0,3060.0,15.38,706.29,No,Direct,High,23.08,Winter,Bronze,Not Effective,Medium,25.3,Repeat,Premium Buyer,Increase
307,2023-03-28,West,Surat,Online,Minute Maid,Juice,307,20,5,5833.0,12.37,2036.6,No,Distributor,Bulk,34.92,Summer,Bronze,Not Effective,High,24.95,Repeat,Regular Buyer,Increase
308,2023-10-26,East,Bhubaneswar,Online,Sprite,Carbonated,143,50,10,6435.0,30.89,2017.12,No,Direct,Medium,31.35,Monsoon,Bronze,Not Effective,Low,25.3,Repeat,Discount Lover,Decrease
309,2023-08-28,West,Surat,Supermarket,Fanta,Carbonated,48,25,5,1140.0,16.89,329.51,No,Distributor,Low,28.9,Monsoon,Gold,Not Effective,Low,24.95,Repeat,Regular Buyer,Increase
310,2023-11-18,South,Kochi,Kirana,Limca,Carbonated,218,20,10,3924.0,11.25,1472.41,No,Direct,High,37.52,Winter,Silver,Not Effective,Medium,24.77,Repeat,Discount Lover,Decrease
311,2023-06-11,West,Mumbai,Supermarket,Coke,Carbonated,423,45,10,17131.5,31.91,3634.48,No,Distributor,Bulk,21.22,Summer,Gold,Not Effective,High,24.95,Repeat,Discount Lover,Increase
312,2024-12-29,West,Pune,Kirana,Coke,Carbonated,137,30,15,3493.5,21.09,603.53,No,Distributor,Medium,17.28,Winter,Silver,Not Effective,Low,24.95,Repeat,Discount Lover,Decrease
313,2024-07-23,North,Lucknow,Supermarket,Limca,Carbonated,393,40,5,14934.0,21.22,6593.4,Yes,Distributor,Bulk,44.15,Monsoon,Gold,Effective,High,24.98,Repeat,Regular Buyer,Decrease
314,2023-05-14,North,Delhi,Online,Sprite,Carbonated,111,50,15,4717.5,34.45,893.05,No,Distributor,Medium,18.93,Summer,Bronze,Not Effective,Low,24.98,Repeat,Discount Lover,Decrease
315,2023-03-08,West,Mumbai,Kirana,Coke,Carbonated,111,45,15,4245.75,23.74,1610.42,No,Distributor,Medium,37.93,Summer,Silver,Not Effective,Low,24.95,Repeat,Discount Lover,Increase
316,2023-06-22,North,Lucknow,Supermarket,Coke,Carbonated,483,40,15,16422.0,24.74,4472.59,No,Direct,Bulk,27.24,Summer,Gold,Not Effective,High,24.98,Repeat,Discount Lover,Decrease
317,2023-08-08,East,Bhubaneswar,Supermarket,Fanta,Carbonated,475,25,10,10687.5,19.13,1602.8,Yes,Distributor,Bulk,15.0,Monsoon,Gold,Effective,High,25.3,Repeat,Discount Lover,Increase
318,2024-07-17,West,Surat,Supermarket,Limca,Carbonated,255,20,0,5100.0,10.82,2340.03,Yes,Distributor,High,45.88,Monsoon,Gold,Not Effective,Medium,24.95,Repeat,Premium Buyer,Increase
319,2024-01-03,North,Lucknow,Kirana,Minute Maid,Juice,255,40,15,8670.0,26.79,1839.11,No,Direct,High,21.21,Winter,Silver,Not Effective,Medium,24.98,Repeat,Discount Lover,Increase
320,2023-11-23,West,Pune,Supermarket,Coke,Carbonated,315,25,0,7875.0,18.34,2098.2,No,Direct,Bulk,26.64,Winter,Gold,Not Effective,High,24.95,Repeat,Premium Buyer,Decrease
321,2023-04-13,West,Pune,Online,Sprite,Carbonated,136,45,5,5814.0,33.52,1255.3,Yes,Distributor,Medium,21.59,Summer,Bronze,Not Effective,Low,24.95,Repeat,Regular Buyer,Decrease
322,2023-06-27,South,Kochi,Online,Fanta,Carbonated,100,25,10,2250.0,17.73,476.78,No,Distributor,Medium,21.19,Summer,Bronze,Not Effective,Low,24.77,Repeat,Discount Lover,Increase
323,2023-07-12,West,Pune,Supermarket,Maaza,Juice,438,50,15,18615.0,27.63,6511.59,No,Distributor,Bulk,34.98,Monsoon,Gold,Not Effective,High,24.95,Repeat,Discount Lover,Decrease
324,2023-08-13,North,Chandigarh,Supermarket,Maaza,Juice,20,40,15,680.0,31.01,59.7,Yes,Distributor,Low,8.78,Monsoon,Gold,Not Effective,Low,24.98,Repeat,Discount Lover,Decrease
325,2023-03-02,West,Pune,Kirana,Fanta,Carbonated,21,25,5,498.75,18.85,102.93,No,Distributor,Low,20.64,Summer,Silver,Not Effective,Low,24.95,Repeat,Regular Buyer,Decrease
326,2023-04-14,West,Surat,Kirana,Maaza,Juice,182,30,10,4914.0,16.42,1926.01,Yes,Direct,High,39.19,Summer,Silver,Not Effective,Medium,24.95,Repeat,Discount Lover,Increase
327,2024-07-29,West,Pune,Supermarket,Minute Maid,Juice,365,40,10,13140.0,27.07,3260.4,Yes,Direct,Bulk,24.81,Monsoon,Gold,Effective,High,24.95,Repeat,Discount Lover,Increase
328,2023-07-01,West,Ahmedabad,Online,Sprite,Carbonated,383,20,15,6511.0,14.62,909.63,No,Distributor,Bulk,13.97,Monsoon,Bronze,Not Effective,High,24.95,Repeat,Discount Lover,Decrease
329,2023-08-15,South,Chennai,Online,Maaza,Juice,337,40,0,13480.0,21.69,6171.24,No,Distributor,Bulk,45.78,Monsoon,Bronze,Not Effective,High,24.77,Repeat,Premium Buyer,Decrease
330,2023-06-21,South,Chennai,Supermarket,Fanta,Carbonated,335,20,10,6030.0,11.59,2146.92,No,Distributor,Bulk,35.6,Summer,Gold,Not Effective,High,24.77,Repeat,Discount Lover,Increase
331,2023-01-02,West,Ahmedabad,Kirana,Coke,Carbonated,34,35,15,1011.5,27.68,70.53,No,Direct,Low,6.97,Winter,Silver,Not Effective,Low,24.95,Repeat,Discount Lover,No Data
332,2024-01-20,East,Patna,Online,Maaza,Juice,61,50,15,2592.5,33.67,538.58,No,Distributor,Medium,20.77,Winter,Bronze,Not Effective,Low,25.3,Repeat,Discount Lover,Increase
333,2023-02-04,South,Kochi,Kirana,Coke,Carbonated,160,20,10,2880.0,10.63,1179.46,Yes,Distributor,High,40.95,Winter,Silver,Not Effective,Medium,24.77,Repeat,Discount Lover,Decrease
334,2023-03-18,East,Bhubaneswar,Kirana,Minute Maid,Juice,290,20,10,5220.0,13.68,1252.26,No,Distributor,High,23.99,Summer,Silver,Not Effective,Medium,25.3,Repeat,Discount Lover,Increase
335,2024-03-20,East,Bhubaneswar,Kirana,Maaza,Juice,90,20,0,1800.0,15.85,373.82,No,Direct,Medium,20.77,Summer,Silver,Not Effective,Low,25.3,Repeat,Premium Buyer,Increase
336,2023-04-09,West,Ahmedabad,Kirana,Sprite,Carbonated,35,35,15,1041.25,21.29,296.15,Yes,Distributor,Low,28.44,Summer,Silver,Not Effective,Low,24.95,Repeat,Discount Lover,Decrease
337,2023-04-10,West,Surat,Kirana,Sprite,Carbonated,23,25,5,546.25,19.83,90.21,No,Distributor,Low,16.51,Summer,Silver,Not Effective,Low,24.95,Repeat,Regular Buyer,Decrease
338,2024-05-15,West,Surat,Supermarket,Limca,Carbonated,468,45,10,18954.0,29.85,4986.21,Yes,Direct,Bulk,26.31,Summer,Gold,Effective,High,24.95,Repeat,Discount Lover,Increase
339,2024-04-01,East,Patna,Kirana,Sprite,Carbonated,32,30,15,816.0,17.04,270.84,No,Distributor,Low,33.19,Summer,Silver,Not Effective,Low,25.3,Repeat,Discount Lover,Decrease
340,2024-11-15,South,Bengaluru,Online,Coke,Carbonated,186,50,15,7905.0,33.85,1609.66,No,Distributor,High,20.36,Winter,Bronze,Not Effective,Medium,24.77,Repeat,Discount Lover,Decrease
341,2024-12-04,East,Guwahati,Online,Maaza,Juice,453,35,5,15062.25,18.33,6759.2,No,Distributor,Bulk,44.88,Winter,Bronze,Not Effective,High,25.3,Repeat,Regular Buyer,Increase
342,2023-06-27,South,Bengaluru,Kirana,Limca,Carbonated,495,25,5,11756.25,13.45,5100.28,No,Distributor,Bulk,43.38,Summer,Silver,Not Effective,High,24.77,Repeat,Regular Buyer,Decrease
343,2023-06-01,East,Bhubaneswar,Supermarket,Minute Maid,Juice,437,40,10,15732.0,28.73,3179.07,No,Distributor,Bulk,20.21,Summer,Gold,Not Effective,High,25.3,Repeat,Discount Lover,Increase
344,2023-11-30,East,Guwahati,Online,Maaza,Juice,448,30,15,11424.0,15.11,4654.15,No,Direct,Bulk,40.74,Winter,Bronze,Not Effective,High,25.3,Repeat,Discount Lover,Decrease
345,2023-06-01,North,Lucknow,Supermarket,Sprite,Carbonated,300,40,0,12000.0,26.75,3974.34,No,Direct,Bulk,33.12,Summer,Gold,Not Effective,Medium,24.98,Repeat,Premium Buyer,Decrease
346,2024-01-28,West,Surat,Supermarket,Fanta,Carbonated,345,35,15,10263.75,20.39,3228.56,Yes,Direct,Bulk,31.46,Winter,Gold,Effective,High,24.95,Repeat,Discount Lover,Increase
347,2024-12-08,North,Lucknow,Supermarket,Fanta,Carbonated,131,20,15,2227.0,15.38,211.93,No,Direct,Medium,9.52,Winter,Gold,Not Effective,Low,24.98,Repeat,Discount Lover,Increase
348,2024-05-18,West,Ahmedabad,Kirana,Fanta,Carbonated,449,45,0,20205.0,25.58,8720.74,No,Direct,Bulk,43.16,Summer,Silver,Not Effective,High,24.95,Repeat,Premium Buyer,Decrease
349,2024-03-02,West,Ahmedabad,Kirana,Minute Maid,Juice,319,45,0,14355.0,25.35,6267.15,Yes,Direct,Bulk,43.66,Summer,Silver,Effective,High,24.95,Repeat,Premium Buyer,Increase
350,2023-06-12,West,Mumbai,Online,Maaza,Juice,43,30,15,1096.5,22.66,122.05,Yes,Distributor,Low,11.13,Summer,Bronze,Not Effective,Low,24.95,Repeat,Discount Lover,Increase
351,2023-03-01,South,Hyderabad,Supermarket,Sprite,Carbonated,137,20,15,2329.0,12.16,662.77,Yes,Direct,Medium,28.46,Summer,Gold,Not Effective,Low,24.77,Repeat,Discount Lover,Increase
352,2024-02-11,West,Surat,Kirana,Maaza,Juice,335,20,0,6700.0,12.93,2367.54,Yes,Distributor,Bulk,35.34,Winter,Silver,Effective,High,24.95,Repeat,Premium Buyer,Increase
353,2023-06-17,East,Patna,Supermarket,Fanta,Carbonated,438,30,0,13140.0,18.48,5046.16,Yes,Distributor,Bulk,38.4,Summer,Gold,Effective,High,25.3,Repeat,Premium Buyer,Decrease
354,2023-07-31,South,Hyderabad,Online,Minute Maid,Juice,147,45,15,5622.75,34.17,599.39,No,Distributor,Medium,10.66,Monsoon,Bronze,Not Effective,Low,24.77,Repeat,Discount Lover,Decrease
355,2023-06-27,East,Bhubaneswar,Kirana,Minute Maid,Juice,317,50,0,15850.0,34.13,5032.32,Yes,Direct,Bulk,31.75,Summer,Silver,Effective,High,25.3,Repeat,Premium Buyer,Increase
356,2024-04-15,East,Guwahati,Online,Fanta,Carbonated,139,25,15,2953.75,16.4,673.48,No,Direct,Medium,22.8,Summer,Bronze,Not Effective,Low,25.3,Repeat,Discount Lover,Decrease
357,2024-11-09,North,Delhi,Kirana,Maaza,Juice,441,50,10,19845.0,33.91,4892.19,No,Direct,Bulk,24.65,Winter,Silver,Not Effective,High,24.98,Repeat,Discount Lover,Increase
358,2023-12-11,North,Lucknow,Online,Coke,Carbonated,151,45,10,6115.5,26.03,2185.65,No,Direct,High,35.74,Winter,Bronze,Not Effective,Medium,24.98,Repeat,Discount Lover,Decrease
359,2023-09-04,South,Hyderabad,Online,Maaza,Juice,470,20,15,7990.0,14.08,1370.27,No,Distributor,Bulk,17.15,Monsoon,Bronze,Not Effective,High,24.77,Repeat,Discount Lover,Decrease
360,2024-03-04,East,Patna,Supermarket,Fanta,Carbonated,217,35,0,7595.0,27.94,1530.95,No,Direct,High,20.16,Summer,Gold,Not Effective,Medium,25.3,Repeat,Premium Buyer,Increase
361,2024-01-03,South,Kochi,Supermarket,Minute Maid,Juice,269,30,5,7666.5,22.89,1509.51,No,Direct,High,19.69,Winter,Gold,Not Effective,Medium,24.77,Repeat,Regular Buyer,Decrease
362,2023-09-22,North,Lucknow,Online,Sprite,Carbonated,381,50,5,18097.5,38.49,3431.34,No,Distributor,Bulk,18.96,Monsoon,Bronze,Not Effective,High,24.98,Repeat,Regular Buyer,Decrease
363,2023-11-11,South,Chennai,Kirana,Sprite,Carbonated,225,50,10,10125.0,33.78,2523.7,No,Distributor,High,24.93,Winter,Silver,Not Effective,Medium,24.77,Repeat,Discount Lover,Increase
364,2024-08-20,East,Kolkata,Supermarket,Minute Maid,Juice,307,40,0,12280.0,22.33,5423.3,No,Direct,Bulk,44.16,Monsoon,Gold,Not Effective,High,25.3,Repeat,Premium Buyer,Increase
365,2023-06-04,West,Surat,Kirana,Coke,Carbonated,80,25,10,1800.0,16.77,458.36,No,Distributor,Medium,25.46,Summer,Silver,Not Effective,Low,24.95,Repeat,Discount Lover,Increase
366,2024-05-14,West,Pune,Kirana,Coke,Carbonated,180,45,5,7695.0,23.28,3504.03,No,Direct,High,45.54,Summer,Silver,Not Effective,Medium,24.95,Repeat,Regular Buyer,Increase
367,2023-06-12,South,Hyderabad,Kirana,Maaza,Juice,260,50,0,13000.0,31.51,4808.53,Yes,Direct,High,36.99,Summer,Silver,Effective,Medium,24.77,Repeat,Premium Buyer,Increase
368,2023-01-05,East,Guwahati,Kirana,Limca,Carbonated,29,40,5,1102.0,31.4,191.38,No,Distributor,Low,17.37,Winter,Silver,Not Effective,Low,25.3,Repeat,Regular Buyer,No Data
369,2023-09-12,North,Delhi,Online,Minute Maid,Juice,125,45,10,5062.5,23.89,2076.68,No,Direct,Medium,41.02,Monsoon,Bronze,Not Effective,Low,24.98,Repeat,Discount Lover,Increase
370,2023-11-02,South,Bengaluru,Kirana,Coke,Carbonated,495,30,15,12622.5,20.37,2540.67,No,Direct,Bulk,20.13,Winter,Silver,Not Effective,High,24.77,Repeat,Discount Lover,Decrease
371,2024-01-03,South,Chennai,Kirana,Limca,Carbonated,394,25,5,9357.5,19.39,1719.2,No,Distributor,Bulk,18.37,Winter,Silver,Not Effective,High,24.77,Repeat,Regular Buyer,Increase
372,2023-05-15,South,Hyderabad,Kirana,Minute Maid,Juice,118,45,0,5310.0,24.78,2385.81,No,Distributor,Medium,44.93,Summer,Silver,Not Effective,Low,24.77,Repeat,Premium Buyer,Decrease
373,2024-09-30,East,Patna,Supermarket,Maaza,Juice,34,40,0,1360.0,27.84,413.34,No,Distributor,Low,30.39,Monsoon,Gold,Not Effective,Low,25.3,Repeat,Premium Buyer,Increase
374,2024-01-25,North,Lucknow,Online,Limca,Carbonated,73,40,10,2628.0,21.84,1033.86,No,Distributor,Medium,39.34,Winter,Bronze,Not Effective,Low,24.98,Repeat,Discount Lover,Increase
375,2023-04-14,West,Surat,Kirana,Minute Maid,Juice,349,40,10,12564.0,28.41,2649.36,No,Distributor,Bulk,21.09,Summer,Silver,Not Effective,High,24.95,Repeat,Discount Lover,Increase
376,2023-04-19,North,Jaipur,Supermarket,Coke,Carbonated,264,25,5,6270.0,18.74,1323.63,No,Direct,High,21.11,Summer,Gold,Not Effective,Medium,24.98,Repeat,Regular Buyer,Decrease
377,2023-02-10,East,Patna,Supermarket,Sprite,Carbonated,290,35,5,9642.5,22.55,3103.88,No,Distributor,High,32.19,Winter,Gold,Not Effective,Medium,25.3,Repeat,Regular Buyer,Decrease
378,2024-08-10,North,Delhi,Supermarket,Coke,Carbonated,352,35,5,11704.0,25.69,2662.87,No,Distributor,Bulk,22.75,Monsoon,Gold,Not Effective,High,24.98,Repeat,Regular Buyer,Decrease
379,2023-10-31,West,Pune,Supermarket,Limca,Carbonated,145,35,0,5075.0,19.33,2271.52,Yes,Direct,Medium,44.76,Monsoon,Gold,Not Effective,Low,24.95,Repeat,Premium Buyer,Increase
380,2023-04-29,West,Ahmedabad,Online,Limca,Carbonated,58,50,0,2900.0,27.08,1329.6,Yes,Distributor,Medium,45.85,Summer,Bronze,Not Effective,Low,24.95,Repeat,Premium Buyer,Increase
381,2024-09-28,West,Ahmedabad,Supermarket,Limca,Carbonated,147,45,0,6615.0,27.13,2627.37,No,Direct,Medium,39.72,Monsoon,Gold,Not Effective,Low,24.95,Repeat,Premium Buyer,Decrease
382,2024-01-30,East,Guwahati,Supermarket,Fanta,Carbonated,363,50,15,15427.5,34.73,2819.53,No,Distributor,Bulk,18.28,Winter,Gold,Not Effective,High,25.3,Repeat,Discount Lover,Decrease
383,2023-04-17,South,Bengaluru,Supermarket,Sprite,Carbonated,223,40,15,7582.0,28.14,1306.62,No,Direct,High,17.23,Summer,Gold,Not Effective,Medium,24.77,Repeat,Discount Lover,Decrease
384,2023-05-14,West,Mumbai,Supermarket,Minute Maid,Juice,257,35,0,8995.0,22.13,3308.3,No,Direct,High,36.78,Summer,Gold,Not Effective,Medium,24.95,Repeat,Premium Buyer,Decrease
385,2024-11-25,West,Mumbai,Kirana,Minute Maid,Juice,278,50,5,13205.0,35.05,3461.75,No,Distributor,High,26.22,Winter,Silver,Not Effective,Medium,24.95,Repeat,Regular Buyer,Decrease
386,2023-12-21,East,Bhubaneswar,Online,Limca,Carbonated,349,45,15,13349.25,33.66,1602.99,Yes,Distributor,Bulk,12.01,Winter,Bronze,Effective,High,25.3,Repeat,Discount Lover,Increase
387,2024-04-25,North,Chandigarh,Supermarket,Maaza,Juice,446,35,5,14829.5,22.66,4722.11,Yes,Direct,Bulk,31.84,Summer,Gold,Effective,High,24.98,Repeat,Regular Buyer,Increase
388,2023-08-17,West,Mumbai,Kirana,Maaza,Juice,291,45,15,11130.75,25.67,3660.05,No,Direct,High,32.88,Monsoon,Silver,Not Effective,Medium,24.95,Repeat,Discount Lover,Increase
389,2024-04-02,East,Kolkata,Kirana,Limca,Carbonated,171,20,15,2907.0,10.11,1178.77,No,Direct,High,40.55,Summer,Silver,Not Effective,Medium,25.3,Repeat,Discount Lover,Increase
390,2024-09-10,North,Delhi,Online,Coke,Carbonated,326,45,10,13203.0,30.09,3393.17,No,Direct,Bulk,25.7,Monsoon,Bronze,Not Effective,High,24.98,Repeat,Discount Lover,Increase
391,2023-08-17,West,Ahmedabad,Kirana,Coke,Carbonated,442,35,10,13923.0,24.01,3311.7,No,Direct,Bulk,23.79,Monsoon,Silver,Not Effective,High,24.95,Repeat,Discount Lover,Decrease
392,2024-11-05,East,Kolkata,Kirana,Coke,Carbonated,123,20,10,2214.0,13.8,516.36,No,Direct,Medium,23.32,Winter,Silver,Not Effective,Low,25.3,Repeat,Discount Lover,Increase
393,2024-05-19,North,Delhi,Supermarket,Sprite,Carbonated,81,50,15,3442.5,34.16,675.32,Yes,Distributor,Medium,19.62,Summer,Gold,Not Effective,Low,24.98,Repeat,Discount Lover,Decrease
394,2023-07-15,East,Bhubaneswar,Online,Limca,Carbonated,376,30,0,11280.0,15.42,5482.64,No,Distributor,Bulk,48.6,Monsoon,Bronze,Not Effective,High,25.3,Repeat,Premium Buyer,Decrease
395,2024-08-26,East,Guwahati,Online,Minute Maid,Juice,499,40,5,18962.0,20.05,8956.03,No,Distributor,Bulk,47.23,Monsoon,Bronze,Not Effective,High,25.3,Repeat,Regular Buyer,Increase
396,2023-07-01,East,Guwahati,Kirana,Maaza,Juice,364,40,5,13832.0,21.54,5991.23,No,Direct,Bulk,43.31,Monsoon,Silver,Not Effective,High,25.3,Repeat,Regular Buyer,Decrease
397,2024-12-10,East,Guwahati,Kirana,Maaza,Juice,400,25,10,9000.0,15.07,2971.42,No,Direct,Bulk,33.02,Winter,Silver,Not Effective,High,25.3,Repeat,Discount Lover,Increase
398,2024-09-08,South,Hyderabad,Kirana,Limca,Carbonated,368,45,10,14904.0,29.9,3902.5,No,Distributor,Bulk,26.18,Monsoon,Silver,Not Effective,High,24.77,Repeat,Discount Lover,Decrease
399,2023-10-25,South,Hyderabad,Supermarket,Maaza,Juice,361,30,5,10288.5,20.85,2761.37,No,Direct,Bulk,26.84,Monsoon,Gold,Not Effective,High,24.77,Repeat,Regular Buyer,Decrease
400,2024-05-06,North,Jaipur,Online,Maaza,Juice,308,40,15,10472.0,30.73,1008.27,No,Direct,Bulk,9.63,Summer,Bronze,Not Effective,High,24.98,Repeat,Discount Lover,Increase
401,2023-04-20,East,Kolkata,Kirana,Maaza,Juice,22,35,5,731.5,18.09,333.42,Yes,Distributor,Low,45.58,Summer,Silver,Not Effective,Low,25.3,Repeat,Regular Buyer,Increase
402,2023-03-05,West,Ahmedabad,Kirana,Sprite,Carbonated,363,50,10,16335.0,33.12,4313.32,Yes,Direct,Bulk,26.41,Summer,Silver,Effective,High,24.95,Repeat,Discount Lover,Increase
403,2024-10-24,North,Chandigarh,Online,Minute Maid,Juice,297,35,5,9875.25,25.87,2192.82,No,Direct,High,22.21,Monsoon,Bronze,Not Effective,Medium,24.98,Repeat,Regular Buyer,Increase
404,2024-03-02,North,Lucknow,Online,Limca,Carbonated,499,50,10,22455.0,25.81,9577.29,No,Direct,Bulk,42.65,Summer,Bronze,Not Effective,High,24.98,Repeat,Discount Lover,Decrease
405,2024-10-10,South,Kochi,Online,Sprite,Carbonated,370,45,10,14985.0,29.88,3929.66,No,Distributor,Bulk,26.22,Monsoon,Bronze,Not Effective,High,24.77,Repeat,Discount Lover,Decrease
406,2023-07-01,South,Chennai,Supermarket,Limca,Carbonated,359,20,5,6821.0,14.41,1647.64,No,Direct,Bulk,24.16,Monsoon,Gold,Not Effective,High,24.77,Repeat,Regular Buyer,Increase
407,2024-07-23,North,Lucknow,Kirana,Fanta,Carbonated,145,25,5,3443.75,14.41,1353.92,No,Direct,Medium,39.32,Monsoon,Silver,Not Effective,Low,24.98,Repeat,Regular Buyer,Decrease
408,2023-11-27,South,Bengaluru,Kirana,Sprite,Carbonated,315,20,10,5670.0,13.44,1437.64,No,Distributor,Bulk,25.36,Winter,Silver,Not Effective,High,24.77,Repeat,Discount Lover,Increase
409,2024-06-17,West,Pune,Supermarket,Sprite,Carbonated,44,50,5,2090.0,33.06,635.56,No,Direct,Low,30.41,Summer,Gold,Not Effective,Low,24.95,Repeat,Regular Buyer,Decrease
410,2023-12-06,South,Hyderabad,Online,Minute Maid,Juice,179,30,10,4833.0,21.77,935.47,Yes,Direct,High,19.36,Winter,Bronze,Not Effective,Medium,24.77,Repeat,Discount Lover,Decrease
411,2023-12-21,North,Delhi,Kirana,Minute Maid,Juice,238,25,5,5652.5,17.62,1459.15,No,Direct,High,25.81,Winter,Silver,Not Effective,Medium,24.98,Repeat,Regular Buyer,Increase
412,2024-07-07,North,Lucknow,Kirana,Fanta,Carbonated,380,30,0,11400.0,22.4,2888.39,No,Direct,Bulk,25.34,Monsoon,Silver,Not Effective,High,24.98,Repeat,Premium Buyer,Decrease
413,2024-10-29,East,Kolkata,Online,Fanta,Carbonated,108,30,0,3240.0,16.51,1457.29,No,Distributor,Medium,44.98,Monsoon,Bronze,Not Effective,Low,25.3,Repeat,Premium Buyer,Decrease
414,2024-10-06,North,Chandigarh,Online,Minute Maid,Juice,406,25,15,8627.5,14.04,2926.51,No,Direct,Bulk,33.92,Monsoon,Bronze,Not Effective,High,24.98,Repeat,Discount Lover,Increase
415,2024-04-15,North,Chandigarh,Kirana,Coke,Carbonated,377,30,0,11310.0,15.49,5470.87,Yes,Distributor,Bulk,48.37,Summer,Silver,Effective,High,24.98,Repeat,Premium Buyer,Increase
416,2024-02-02,South,Chennai,Online,Limca,Carbonated,240,45,15,9180.0,22.73,3725.27,No,Distributor,High,40.58,Winter,Bronze,Not Effective,Medium,24.77,Repeat,Discount Lover,Increase
417,2024-08-22,North,Delhi,Kirana,Minute Maid,Juice,33,45,0,1485.0,29.29,518.49,No,Direct,Low,34.92,Monsoon,Silver,Not Effective,Low,24.98,Repeat,Premium Buyer,Decrease
418,2024-01-26,North,Jaipur,Supermarket,Limca,Carbonated,212,50,0,10600.0,33.0,3603.57,No,Direct,High,34.0,Winter,Gold,Not Effective,Medium,24.98,Repeat,Premium Buyer,Increase
419,2024-11-24,West,Pune,Online,Fanta,Carbonated,464,50,10,20880.0,25.17,9202.39,No,Distributor,Bulk,44.07,Winter,Bronze,Not Effective,High,24.95,Repeat,Discount Lover,Decrease
420,2024-08-09,North,Delhi,Online,Coke,Carbonated,315,35,0,11025.0,25.36,3037.51,No,Direct,Bulk,27.55,Monsoon,Bronze,Not Effective,High,24.98,Repeat,Premium Buyer,Decrease
421,2024-06-08,South,Kochi,Supermarket,Minute Maid,Juice,82,25,5,1947.5,18.76,409.13,Yes,Distributor,Medium,21.01,Summer,Gold,Not Effective,Low,24.77,Repeat,Regular Buyer,Decrease
422,2024-04-17,South,Bengaluru,Supermarket,Maaza,Juice,340,40,0,13600.0,20.81,6525.16,Yes,Distributor,Bulk,47.98,Summer,Gold,Effective,High,24.77,Repeat,Premium Buyer,Increase
423,2023-05-12,East,Patna,Supermarket,Fanta,Carbonated,353,45,5,15090.75,30.86,4195.95,Yes,Direct,Bulk,27.8,Summer,Gold,Effective,High,25.3,Repeat,Regular Buyer,Increase
424,2024-09-23,East,Guwahati,Kirana,Fanta,Carbonated,347,30,5,9889.5,18.28,3546.19,No,Direct,Bulk,35.86,Monsoon,Silver,Not Effective,High,25.3,Repeat,Regular Buyer,Increase
425,2023-09-10,South,Bengaluru,Online,Fanta,Carbonated,412,25,15,8755.0,15.2,2494.19,Yes,Direct,Bulk,28.49,Monsoon,Bronze,Effective,High,24.77,Repeat,Discount Lover,Increase
426,2024-01-03,East,Guwahati,Online,Limca,Carbonated,406,30,15,10353.0,16.58,3620.74,No,Distributor,Bulk,34.97,Winter,Bronze,Not Effective,High,25.3,Repeat,Discount Lover,Decrease
427,2023-07-21,West,Pune,Online,Maaza,Juice,144,45,0,6480.0,34.54,1505.75,No,Distributor,Medium,23.24,Monsoon,Bronze,Not Effective,Low,24.95,Repeat,Premium Buyer,Decrease
428,2024-07-18,East,Bhubaneswar,Kirana,Coke,Carbonated,143,40,15,4862.0,21.78,1746.95,No,Distributor,Medium,35.93,Monsoon,Silver,Not Effective,Low,25.3,Repeat,Discount Lover,Decrease
429,2024-05-28,West,Pune,Supermarket,Limca,Carbonated,271,20,15,4607.0,10.06,1879.78,No,Distributor,High,40.8,Summer,Gold,Not Effective,Medium,24.95,Repeat,Discount Lover,Increase
430,2023-07-03,South,Kochi,Kirana,Sprite,Carbonated,299,40,5,11362.0,25.8,3647.19,No,Distributor,High,32.1,Monsoon,Silver,Not Effective,Medium,24.77,Repeat,Regular Buyer,Decrease
431,2023-03-06,South,Kochi,Kirana,Sprite,Carbonated,145,30,5,4132.5,16.86,1687.66,Yes,Direct,Medium,40.84,Summer,Silver,Not Effective,Low,24.77,Repeat,Regular Buyer,Increase
432,2023-02-10,East,Guwahati,Kirana,Coke,Carbonated,342,30,0,10260.0,19.69,3525.21,No,Direct,Bulk,34.36,Winter,Silver,Not Effective,High,25.3,Repeat,Premium Buyer,Increase
